object,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5641,3.0,2.0,9.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,2.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5642,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5643,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5644,2.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5645,3.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5646,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5647,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5648,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
5649,3.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5650,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
5651,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5652,4.0,3.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5653,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5654,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5655,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5656,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
5657,3.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5658,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5659,2.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,2.0,1.0,7.0,8.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5660,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5661,3.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5662,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
5663,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5664,4.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5665,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
5666,4.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5667,2.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5668,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5669,3.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5670,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5671,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
5672,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
5673,2.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5674,3.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,5.0,6.0
5675,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5676,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5677,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5678,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5679,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5680,3.0,0.0,9.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,2.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5681,3.0,2.0,6.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5682,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,3.0,3.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5683,2.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5684,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5685,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
5686,3.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5687,4.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5688,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5689,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
5690,2.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5691,3.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5692,4.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5693,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5694,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5695,3.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5696,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
5697,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,3.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5698,3.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5699,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
5700,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
5701,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5702,3.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5703,0.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5704,4.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5705,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5706,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5707,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5708,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5709,2.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5710,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5711,3.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5712,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5713,2.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,7.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5714,3.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5715,2.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5716,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5717,4.0,1.0,8.0,0.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,7.0,1.0,1.0
5718,3.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5719,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5720,4.0,3.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5721,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5722,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,3.0
5723,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5724,3.0,3.0,7.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,7.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5725,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5726,0.0,3.0,8.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0
5727,3.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5728,3.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5729,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5730,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5731,2.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5732,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5733,2.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5734,4.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5735,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5736,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5737,2.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5738,3.0,2.0,8.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5739,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5740,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5741,4.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5742,3.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5743,4.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5744,3.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0
5745,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5746,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
5747,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5748,4.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5749,3.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5750,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5751,0.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0
5752,0.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5753,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5754,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5755,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,7.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5756,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5757,2.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5758,2.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5759,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5760,3.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5761,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,7.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5762,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5763,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5764,3.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,5.0,6.0
5765,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
5766,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5767,2.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5768,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5769,4.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5770,2.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,5.0,7.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5771,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5772,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
5773,3.0,2.0,4.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,5.0,6.0
5774,0.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5775,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5776,3.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5777,2.0,2.0,6.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5778,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5779,2.0,2.0,8.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
5780,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,,2.0,2.0,7.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5781,2.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,6.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5782,3.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0
5783,3.0,2.0,0.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,2.0,1.0,7.0,8.0,0.0,2.0,1.0,1.0,7.0,4.0,6.0
5784,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5785,3.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,0.0
5786,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
5787,3.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,6.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
5788,3.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5789,0.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0
5790,2.0,2.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,1.0,,3.0,2.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
5791,2.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
5792,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
5793,0.0,2.0,8.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
5794,3.0,2.0,0.0,1.0,6.0,2.0,1.0,1.0,10.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
