object,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
675,1.0,41.58,1.04,0.0,0.0,12.0,0.0,0.665,1.0,1.0,0.0,1.0,0.0,240.0,237.0
676,1.0,30.58,10.665,0.0,0.0,8.0,1.0,0.085,1.0,0.0,12.0,0.0,0.0,129.0,3.0
677,0.0,19.42,7.25,0.0,0.0,6.0,0.0,0.04,1.0,0.0,1.0,1.0,0.0,100.0,1.0
678,1.0,17.92,10.21,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0
679,1.0,20.08,1.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
680,0.0,19.5,0.29,0.0,0.0,5.0,0.0,0.29,1.0,1.0,0.0,1.0,0.0,280.0,364.0
681,0.0,27.83,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,176.0,537.0
682,0.0,17.08,3.29,0.0,0.0,3.0,0.0,0.335,1.0,1.0,0.0,0.0,0.0,140.0,2.0
683,0.0,36.42,0.75,1.0,1.0,1.0,0.0,0.585,1.0,1.0,0.0,1.0,0.0,240.0,3.0
684,0.0,40.58,3.29,0.0,0.0,6.0,0.0,3.5,1.0,1.0,0.0,0.0,2.0,400.0,0.0
685,0.0,21.08,10.085,1.0,1.0,11.0,1.0,1.25,1.0,1.0,0.0,1.0,0.0,260.0,0.0
686,1.0,22.67,0.75,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,200.0,394.0
687,1.0,25.25,13.5,1.0,1.0,13.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,200.0,1.0
688,0.0,17.92,0.205,0.0,0.0,12.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,280.0,750.0
689,0.0,35.0,3.375,0.0,0.0,0.0,1.0,8.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
